net,length_um
_29817_,268.9µm
net356,268.86µm
net1160,268.77µm
net1546,268.505µm
tea.data_in\[34\],268.34µm
net852,268.32µm
_03627_,268.08µm
_16122_,268µm
net1054,268µm
_25073_,267.68µm
net1680,267.26µm
net464,267.24µm
net829,267.13µm
net895,267.04µm
_16927_,266.84µm
net455,266.82µm
net432,266.34µm
net1073,266.24µm
net776,266.23µm
net1028,265.95µm
net1397,265.8µm
_30385_,265.58µm
_29608_,265.475µm
_25357_,265.26µm
_25971_,265.015µm
_22049_,264.975µm
net452,264.8µm
_33481_,264.415µm
_24039_,264.26µm
_33453_,264.12µm
_24652_,263.68µm
net1293,263.64µm
net1042,263.635µm
net1527,263.6µm
net936,263.58µm
net840,263.56µm
net1358,263.4µm
_30864_,262.98µm
_09357_,262.96µm
_34115_,262.86µm
net536,262.78µm
_20769_,262.68µm
_12505_,262.42µm
net335,262.39µm
tea.data_in\[10\],262.3µm
_23334_,261.86µm
_09330_,261.685µm
net768,261.5µm
net1391,261.46µm
net719,261.26µm
net1755,261.19µm
_18857_,261.15µm
net411,261.06µm
_30806_,260.99µm
_34237_,260.77µm
net1563,260.38µm
clknet_2_1_0_clk,260.29µm
_18196_,260.225µm
_00799_,260.14µm
net1211,259.9µm
_28505_,259.75µm
_00001_,259.705µm
_34216_,259.675µm
_30789_,259.595µm
_33666_,259.42µm
_32213_,259.36µm
_24049_,259.34µm
net979,259.21µm
_24705_,259.05µm
_33644_,258.74µm
net396,258.69µm
_03175_,258.56µm
net462,258.56µm
_00043_,258.545µm
_30133_,258.35µm
net418,258.28µm
_00028_,258.125µm
_29426_,258.12µm
net1769,257.86µm
_33942_,257.8µm
_01239_,257.79µm
net533,257.74µm
net512,257.68µm
net1574,257.41µm
net1192,257.345µm
net470,257.24µm
_03526_,257.18µm
_22536_,256.88µm
net1576,256.86µm
net371,256.83µm
net1132,256.59µm
net975,256.43µm
_05484_,256.36µm
_20292_,256.28µm
_28371_,256.08µm
net1035,256.07µm
_18989_,255.95µm
net1278,255.12µm
_02250_,254.4µm
net1476,254.21µm
tea.data_in\[1\],253.74µm
_20758_,253.52µm
_30086_,253.475µm
net446,253.14µm
_24662_,253.13µm
_24030_,253.08µm
_18207_,252.74µm
_33568_,252.22µm
_35009_,252.16µm
_33671_,252.07µm
net488,251.54µm
net482,251.38µm
net666,251.36µm
net1199,251.2µm
_01437_,251.19µm
_04837_,251.05µm
_00997_,250.93µm
_37713_,250.83µm
net1399,250.68µm
_24938_,250.59µm
_34992_,250.24µm
_00336_,250.16µm
_20142_,249.75µm
_15108_,249.61µm
net444,249.58µm
_11299_,249.405µm
tea.data_in\[31\],249.18µm
_26534_,249.1µm
_08049_,248.77µm
_30200_,248.76µm
net1012,248.55µm
_00052_,248.485µm
_22271_,248.14µm
_09159_,248.12µm
net394,247.95µm
_29080_,247.84µm
net1166,247.7µm
_35018_,247.64µm
net1005,247.36µm
net1689,247.165µm
_28342_,247.09µm
net961,246.75µm
_28020_,246.69µm
net1653,246.68µm
_20272_,246.42µm
_00002_,246.4µm
_28039_,245.8µm
_23409_,245.66µm
net879,245.65µm
_21517_,245.62µm
_08038_,245.6µm
net498,245.28µm
_25300_,245.135µm
_15678_,244.67µm
_30728_,244.43µm
tea.data_in\[39\],244.36µm
_04848_,243.8µm
_09319_,243.67µm
_28352_,243.67µm
_34335_,243.225µm
_29926_,243.14µm
_00990_,243.12µm
_23395_,243.095µm
_23345_,242.8µm
net469,242.78µm
_28361_,242.755µm
_04859_,242.24µm
_15506_,242.11µm
net731,241.975µm
_33548_,241.82µm
_19611_,241.75µm
_04827_,241.71µm
_21021_,241.7µm
_36926_,241.545µm
_03002_,241.36µm
_13806_,241.26µm
_30031_,240.74µm
_30890_,240.54µm
_25334_,240.4µm
net1431,240.33µm
net471,240.24µm
_19506_,240.22µm
_14945_,240.05µm
net1627,239.78µm
_29229_,239.74µm
_22813_,239.7µm
_08067_,239.545µm
net474,239.54µm
net756,239.48µm
net1098,239.21µm
_25378_,239.16µm
net441,239.09µm
net434,238.9µm
_25277_,238.665µm
_29423_,238.65µm
_18219_,238.085µm
_11892_,238.01µm
_02217_,238µm
net520,237.9µm
_03332_,237.64µm
net1380,237.43µm
_12516_,236.63µm
_17555_,236.63µm
_12485_,236.5µm
net1562,236.48µm
_03857_,236.42µm
_22061_,236.17µm
_04877_,235.98µm
_25319_,235.78µm
_09957_,235.71µm
_36572_,235.45µm
_33634_,235.44µm
_24667_,235.42µm
_18340_,235.31µm
_02230_,234.98µm
_24469_,234.9µm
_20284_,234.6µm
_35647_,234.55µm
_01632_,234.35µm
_01107_,234.28µm
_11922_,234.185µm
_02993_,234.01µm
net1013,233.96µm
_33561_,233.85µm
_22051_,233.72µm
_30848_,233.675µm
net422,233.32µm
_35638_,233.2µm
_23491_,232.99µm
_15048_,232.94µm
net1368,232.92µm
_15706_,232.67µm
_28012_,232.645µm
net513,232.44µm
_20322_,232.34µm
_29755_,232.32µm
_15686_,232.29µm
_16363_,232.27µm
_20637_,232.07µm
_29587_,232µm
net1024,232µm
_30470_,231.97µm
net499,231.86µm
_21426_,231.8µm
_23307_,231.49µm
_10079_,231.3µm
_29904_,231.28µm
_15055_,231.25µm
_29099_,231.22µm
net1274,231µm
_01104_,230.72µm
_11340_,230.675µm
net1290,230.5µm
_30955_,230.495µm
_15117_,230.38µm
_28966_,230.38µm
_24352_,230.31µm
_33682_,230.14µm
net639,230.11µm
net1647,230.11µm
_11871_,229.665µm
_32256_,229.58µm
_09258_,229.05µm
_33761_,229.03µm
_24676_,228.28µm
_37716_,228.22µm
_23325_,228.195µm
_11331_,228.17µm
_07370_,228.06µm
_28001_,228.02µm
_02379_,227.86µm
_33693_,227.79µm
_15668_,227.52µm
net1122,227.485µm
_33601_,227.34µm
net378,227.33µm
_11881_,227.23µm
_00887_,226.955µm
_25898_,226.91µm
_04870_,226.89µm
_20598_,226.83µm
_22871_,226.485µm
_12496_,226.29µm
_20880_,226µm
_22806_,225.84µm
net984,225.78µm
net1492,225.75µm
_00265_,225.71µm
_02910_,225.705µm
_25836_,225.68µm
_35017_,225.5µm
_23421_,225.33µm
net458,225.26µm
net1626,225.16µm
_09343_,224.82µm
net1646,224.79µm
net413,224.48µm
net896,224.38µm
_23196_,224.18µm
clknet_4_12__leaf_clk,223.65µm
net1053,223.5µm
_20844_,223.32µm
net500,223.04µm
_00393_,222.98µm
net531,222.82µm
tea.data_in\[46\],222.62µm
_08213_,222.46µm
net609,222.28µm
tea.data_in\[60\],222.26µm
_04897_,221.895µm
_25118_,221.65µm
_23919_,221.56µm
_27289_,221.48µm
net1170,221.41µm
_29285_,221.2µm
_24054_,220.76µm
_34248_,220.735µm
_29538_,220.54µm
_33699_,220.34µm
_37133_,219.87µm
_30202_,219.54µm
net329,219.4µm
net491,219.32µm
_00678_,219.26µm
_18100_,219.2µm
net419,219.18µm
net1270,219.18µm
_06585_,219.12µm
_29198_,219µm
_34366_,218.95µm
_21436_,218.84µm
_02287_,218.54µm
net525,218.54µm
_24624_,218.52µm
_02875_,218.42µm
_01338_,218.26µm
_34205_,218.06µm
_32245_,217.95µm
_08057_,217.94µm
net1373,217.7µm
_16325_,217.67µm
_35028_,217.54µm
_34378_,217.49µm
_29012_,217.43µm
_11349_,217.37µm
_02620_,217.16µm
net1389,217.1µm
_15026_,216.96µm
_08673_,216.94µm
_24588_,216.9µm
_35595_,216.88µm
_01569_,216.84µm
_08753_,216.72µm
_27542_,216.66µm
_09297_,216.58µm
_23431_,216.58µm
_04816_,216.44µm
_33413_,216.3µm
net724,216.28µm
_25888_,216.2µm
_29648_,216.175µm
_16023_,216.1µm
_16269_,216.095µm
_28673_,216.07µm
_31017_,216.02µm
net799,215.91µm
_12563_,215.9µm
_20211_,215.84µm
_23941_,215.8µm
net884,215.72µm
_03013_,215.7µm
_11228_,215.52µm
_30466_,215.5µm
_27223_,215.45µm
_36201_,215.37µm
_05749_,215.34µm
net1086,215.34µm
_25346_,215.32µm
_36886_,215.32µm
net468,215.24µm
_03613_,215.19µm
_35617_,215.03µm
_20278_,214.88µm
net523,214.83µm
_01818_,214.765µm
net379,214.75µm
_26617_,214.72µm
_15924_,214.7µm
_37122_,214.66µm
_30391_,214.65µm
net437,214.34µm
_21581_,214.12µm
_32420_,214.09µm
_36230_,213.97µm
_20295_,213.96µm
_04888_,213.92µm
_34195_,213.915µm
_31182_,213.9µm
_25710_,213.79µm
_33275_,213.74µm
_33710_,213.7µm
clknet_4_1__leaf_clk,213.68µm
_13154_,213.56µm
_24022_,213.4µm
_27663_,213.14µm
_03213_,213.02µm
_35685_,212.96µm
_26566_,212.95µm
_28708_,212.92µm
_29361_,212.86µm
net318,212.86µm
_18306_,212.82µm
_03386_,212.81µm
net454,212.54µm
_10693_,212.42µm
net960,212.3µm
_29741_,212.28µm
_33151_,212.27µm
_22728_,212.26µm
_34260_,212.18µm
_32853_,212.16µm
_03469_,212.13µm
_02608_,212.055µm
_22215_,212.02µm
_29343_,211.8µm
_00062_,211.305µm
_30177_,211.25µm
_17031_,211.13µm
net1731,211.12µm
_28487_,210.81µm
_11239_,210.72µm
_27679_,210.69µm
_21375_,210.58µm
_21168_,210.5µm
_00406_,210.42µm
_23314_,210.34µm
_26576_,210.16µm
_13798_,210.14µm
_18899_,209.94µm
_26628_,209.89µm
_14835_,209.88µm
_24684_,209.86µm
net1702,209.72µm
_10703_,209.665µm
_33714_,209.64µm
_15128_,209.565µm
_36942_,209.56µm
_30219_,209.42µm
net1507,209.32µm
_18273_,209.285µm
net1041,209.25µm
_36936_,209.2µm
_20824_,209.185µm
_29637_,209.18µm
_33043_,209.16µm
_21315_,209.06µm
_36876_,209.06µm
net423,209.06µm
_02514_,209.04µm
_15696_,208.96µm
net472,208.9µm
_29214_,208.82µm
_30745_,208.78µm
_19615_,208.7µm
_32792_,208.64µm
_22376_,208.495µm
_25968_,208.42µm
_16344_,208.34µm
_20286_,208.14µm
_27146_,208.035µm
_09967_,208.03µm
_27671_,207.7µm
_27600_,207.69µm
_00963_,207.565µm
_20493_,207.54µm
_37481_,207.45µm
_29644_,207.26µm
_23161_,206.88µm
_00551_,206.82µm
net663,206.775µm
_29146_,206.72µm
_22436_,206.68µm
_16336_,206.61µm
_27204_,206.57µm
_36865_,206.52µm
tea.data_in\[38\],206.52µm
_01701_,206.42µm
net1483,206.32µm
_17850_,206.14µm
net1144,206.12µm
_25367_,206µm
_30936_,206µm
_27214_,205.905µm
_02884_,205.86µm
tea.data_in\[37\],205.66µm
net341,205.6µm
_34376_,205.57µm
_03614_,205.38µm
_13787_,205.34µm
_25597_,205.34µm
_02277_,205.3µm
_02856_,205.2µm
_09308_,205.12µm
_14996_,205.12µm
_23950_,204.97µm
_21948_,204.835µm
_18061_,204.66µm
net957,204.55µm
_21518_,204.5µm
_15005_,204.45µm
net388,204.38µm
_01447_,203.64µm
_02596_,203.6µm
_20124_,203.41µm
_23842_,203.41µm
_09918_,203.38µm
_00936_,203.33µm
_20854_,203.26µm
_11933_,203.24µm
_25386_,203.14µm
net331,203.12µm
net844,202.515µm
_09287_,202.49µm
net115,202.35µm
_17020_,202.33µm
_36953_,201.96µm
tea.data_in\[42\],201.72µm
net1652,201.64µm
_18318_,201.53µm
_14349_,201.515µm
net1704,201.455µm
_00557_,201.21µm
_10713_,201.2µm
_27136_,201.09µm
net1628,201.09µm
_29234_,200.84µm
_32278_,200.75µm
_33017_,200.52µm
_02929_,200.51µm
_00317_,200.41µm
_27614_,200.31µm
_22763_,200.1µm
net1795,199.86µm
_19672_,199.84µm
_08694_,199.81µm
_23022_,199.8µm
_32223_,199.7µm
_16373_,199.58µm
_32173_,199.41µm
_26494_,199.36µm
_27623_,199.36µm
net1011,199.34µm
_32234_,199.33µm
net1428,199.21µm
_36964_,199.09µm
_32330_,198.85µm
_17645_,198.78µm
net623,198.78µm
_20113_,198.6µm
_01609_,198.48µm
_34800_,198.47µm
net1632,198.355µm
net1068,198.3µm
_09005_,198.1µm
_24061_,198.04µm
_23286_,197.93µm
_34305_,197.84µm
_02808_,197.81µm
_32289_,197.63µm
_19745_,197.54µm
_32333_,197.52µm
_02901_,197.48µm
_17122_,197.35µm
_28828_,197.24µm
_27964_,197.18µm
_21344_,197.16µm
_36299_,197.14µm
_17731_,197.01µm
net1064,197µm
_20106_,196.88µm
_29233_,196.84µm
_10120_,196.76µm
_10364_,196.6µm
_00458_,196.51µm
net929,196.42µm
_11943_,196.4µm
_28320_,196.36µm
_26556_,196.355µm
_33687_,196.18µm
_02369_,196.14µm
_22848_,196.12µm
_22833_,196.11µm
_27648_,196.06µm
_02732_,196.02µm
_37369_,195.99µm
_34226_,195.9µm
_21365_,195.8µm
_14593_,195.69µm
_21589_,195.59µm
_22740_,195.23µm
_24601_,195.16µm
_00859_,195.09µm
_18217_,195µm
_13146_,194.99µm
_23908_,194.94µm
_29125_,194.88µm
_08772_,194.77µm
net1079,194.74µm
_35576_,194.6µm
_00384_,194.45µm
net733,194.43µm
_31615_,194.23µm
_20337_,194.05µm
_36907_,193.9µm
_16477_,193.64µm
_07674_,193.61µm
_26636_,193.61µm
_18385_,193.415µm
_33590_,193.12µm
_29452_,192.92µm
_30665_,192.8µm
_01179_,192.76µm
tea.data_in\[7\],192.7µm
_00428_,192.67µm
_07927_,192.66µm
_30525_,192.58µm
_02169_,192.56µm
_31691_,192.51µm
_24101_,192.5µm
_10792_,192.46µm
net535,192.46µm
_20615_,192.385µm
_28882_,192.38µm
net504,192.225µm
net1029,192µm
_21476_,191.98µm
_30336_,191.925µm
_18467_,191.91µm
_30908_,191.84µm
_21276_,191.54µm
_26544_,191.54µm
_29337_,191.54µm
_21326_,191.48µm
_27519_,191.44µm
_21912_,191.41µm
_20238_,191.34µm
_11322_,191.31µm
net750,191.28µm
_10676_,191.26µm
net1707,191.26µm
_04013_,191.18µm
_36212_,191.175µm
_25380_,191.1µm
_30952_,191.06µm
_01275_,190.91µm
_00223_,190.8µm
_24092_,190.78µm
_28308_,190.78µm
_14494_,190.77µm
_33581_,190.51µm
_07795_,190.44µm
_16990_,190.3µm
_23296_,190.275µm
clknet_4_13__leaf_clk,190.26µm
_14372_,190.15µm
_25855_,189.9µm
_27102_,189.87µm
_36735_,189.86µm
_02392_,189.8µm
_17723_,189.75µm
net481,189.75µm
net1661,189.725µm
_14359_,189.65µm
_27631_,189.6µm
_27113_,189.56µm
_03523_,189.48µm
_36898_,189.45µm
_13825_,189.37µm
_22754_,189.35µm
_21305_,189.17µm
_02918_,189.025µm
_23423_,188.885µm
_03534_,188.88µm
_10685_,188.82µm
net439,188.785µm
_09137_,188.78µm
net495,188.78µm
_35026_,188.74µm
_27656_,188.73µm
_08684_,188.62µm
_03459_,188.6µm
_34906_,188.08µm
_24613_,187.96µm
_18228_,187.86µm
_14296_,187.79µm
_29133_,187.78µm
_30264_,187.76µm
_18263_,187.645µm
_20428_,187.56µm
_32202_,187.555µm
_36287_,187.49µm
_18252_,187.47µm
_00849_,187.28µm
_20165_,187.24µm
_18459_,187.2µm
_27974_,187.16µm
_10352_,187.04µm
_30339_,186.92µm
_11999_,186.74µm
_37459_,186.72µm
_18338_,186.56µm
_34387_,186.46µm
tea.data_in\[5\],186.44µm
_21864_,186.41µm
_28904_,186.39µm
_02191_,186.16µm
_02180_,185.96µm
_00323_,185.62µm
_30727_,185.6µm
_03293_,185.52µm
_07340_,185.51µm
net359,185.455µm
net1802,185.3µm
_03046_,185.27µm
net1745,185.27µm
_25372_,185.2µm
_29005_,185.18µm
_20952_,185.085µm
_02699_,185.08µm
_00443_,185.035µm
_04223_,184.8µm
_16342_,184.78µm
_21514_,184.75µm
_35456_,184.7µm
net1463,184.68µm
_22028_,184.66µm
_37447_,184.625µm
_11902_,184.615µm
_36982_,184.59µm
_21335_,184.5µm
_17601_,184.48µm
_10070_,184.32µm
net424,184.32µm
_24203_,184.24µm
_36311_,184.06µm
_22839_,183.92µm
_21688_,183.82µm
_28892_,183.78µm
_28641_,183.67µm
_27607_,183.48µm
_19493_,183.42µm
_20648_,183.38µm
_10389_,183.29µm
_22108_,183.26µm
clknet_4_11__leaf_clk,183.21µm
_01686_,183.2µm
_32181_,183.2µm
_18910_,183.16µm
net1433,183.16µm
_29033_,183.15µm
_24073_,183.08µm
_20032_,183.06µm
_21354_,183.04µm
_29301_,182.92µm
_30083_,182.8µm
_16290_,182.78µm
_03379_,182.7µm
net1798,182.5µm
_26592_,182.48µm
_14321_,182.275µm
_25981_,182.27µm
_17612_,182.16µm
_00416_,182.1µm
_30432_,182.1µm
_00255_,182.04µm
_04234_,182.04µm
_03023_,181.94µm
_09917_,181.81µm
_01715_,181.78µm
_27233_,181.78µm
_00017_,181.6µm
_28772_,181.6µm
_36110_,181.33µm
_11288_,181.3µm
_18874_,181.2µm
_08007_,181.155µm
_05475_,181.145µm
_06739_,181.1µm
_02940_,180.95µm
_21957_,180.91µm
_33535_,180.6µm
_04948_,180.54µm
_16982_,180.52µm
_35629_,180.4µm
_01545_,180.3µm
_30262_,179.98µm
net508,179.95µm
_19386_,179.62µm
net1423,179.215µm
_26515_,179.02µm
_29866_,178.94µm
_21402_,178.9µm
net475,178.88µm
_21486_,178.78µm
_25424_,178.77µm
net721,178.77µm
_30732_,178.74µm
_36843_,178.72µm
_00878_,178.7µm
_33034_,178.7µm
_16313_,178.62µm
_04919_,178.545µm
net489,178.5µm
_03573_,178.4µm
_20228_,178.16µm
_18865_,178.14µm
_05511_,178.08µm
_03553_,178.05µm
_35664_,178.02µm
_37559_,177.99µm
_10616_,177.98µm
net820,177.97µm
_32051_,177.92µm
_18855_,177.76µm
_07905_,177.7µm
_34749_,177.68µm
_22094_,177.66µm
_07349_,177.54µm
_26504_,177.46µm
_30572_,177.26µm
net1675,177.18µm
_09246_,177.125µm
_27641_,177.03µm
_16354_,176.92µm
_16972_,176.92µm
_36852_,176.92µm
net114,176.89µm
_32320_,176.8µm
_10377_,176.78µm
_13724_,176.66µm
tea.data_in\[36\],176.64µm
_22753_,176.56µm
clknet_4_0__leaf_clk,176.54µm
_19494_,176.48µm
_19333_,176.42µm
_01804_,176.22µm
_21939_,176.22µm
_22085_,176.195µm
net886,176.14µm
_13765_,176.08µm
_17635_,176.04µm
_19056_,175.86µm
_21952_,175.63µm
_29162_,175.31µm
_32312_,175.26µm
_00435_,175.25µm
_03603_,175.16µm
_19041_,175.1µm
_27125_,175.04µm
net1779,174.99µm
_17715_,174.97µm
_13196_,174.91µm
net1801,174.86µm
_12523_,174.72µm
_23400_,174.72µm
net369,174.52µm
_00061_,174.455µm
_19270_,174.42µm
_03350_,174.38µm
_00840_,174.21µm
_12512_,174.14µm
_11961_,174.075µm
_33516_,173.835µm
_30991_,173.77µm
net1040,173.695µm
_20217_,173.68µm
_17654_,173.52µm
_35672_,173.5µm
_04243_,173.38µm
_25875_,173.38µm
_29446_,173.18µm
_11259_,172.98µm
_20780_,172.88µm
_28633_,172.85µm
_29984_,172.84µm
_17071_,172.7µm
_13816_,172.675µm
_29541_,172.6µm
_11898_,172.4µm
_34283_,172.35µm
_19625_,172.345µm
_10625_,172.22µm
net398,172.22µm
_17461_,172.18µm
_29777_,172.145µm
_23930_,172.14µm
_20938_,172.04µm
_24135_,172.04µm
_13193_,171.97µm
_04731_,171.94µm
net1584,171.9µm
_31624_,171.8µm
_32954_,171.8µm
_19607_,171.785µm
_33527_,171.78µm
_28351_,171.7µm
_32293_,171.66µm
_21532_,171.61µm
net1708,171.61µm
_19605_,171.46µm
_26596_,171.46µm
_30390_,171.46µm
_08088_,171.44µm
net360,171.38µm
_15319_,171.34µm
_00488_,171.28µm
_06144_,171.26µm
_16945_,171.24µm
_00233_,171.195µm
net1059,171.16µm
net400,171.14µm
net226,171.12µm
_12573_,171.11µm
_05466_,171.06µm
_09268_,170.975µm
_23121_,170.9µm
_30346_,170.8µm
_34294_,170.795µm
net1726,170.68µm
_32191_,170.565µm
_08660_,170.56µm
_06160_,170.54µm
_20250_,170.52µm
clknet_4_4__leaf_clk,170.48µm
_00203_,170.255µm
_00348_,170.2µm
_09937_,170.09µm
_03917_,170.04µm
_22581_,169.9µm
_21538_,169.86µm
_35676_,169.82µm
_32267_,169.76µm
_11952_,169.72µm
_02117_,169.6µm
net324,169.6µm
_13048_,169.44µm
_28128_,169.42µm
tea.data_in\[6\],169.39µm
_34184_,169.38µm
_25393_,169.34µm
_18887_,169.32µm
_22229_,169.3µm
_36974_,169.255µm
_03740_,169.05µm
_02083_,169.04µm
_19298_,168.98µm
_09721_,168.89µm
_18967_,168.78µm
_19597_,168.78µm
_36121_,168.78µm
_08510_,168.76µm
_15657_,168.735µm
_18919_,168.68µm
_32480_,168.35µm
_18283_,168.24µm
_00868_,168.2µm
_28291_,168.15µm
_31136_,168.12µm
_09976_,168.1µm
_32377_,168.06µm
_02035_,167.9µm
_28696_,167.545µm
_20261_,167.54µm
net1767,167.53µm
_15814_,167.44µm
_07439_,167.38µm
_02983_,167.36µm
tea.data_in\[8\],167.32µm
_05503_,167.24µm
_19219_,167.24µm
_18325_,167.2µm
_19456_,167.18µm
_12532_,167.16µm
_30912_,167.005µm
_21765_,167µm
_28331_,166.99µm
net358,166.92µm
_20200_,166.74µm
_06170_,166.69µm
_18957_,166.6µm
_01758_,166.54µm
_08789_,166.52µm
_00058_,166.485µm
_21459_,166.42µm
_36991_,166.42µm
_00005_,166.37µm
_07458_,166.28µm
_17752_,166.24µm
_19798_,166.24µm
_00244_,166.17µm
_10772_,166.155µm
_32965_,166.155µm
_21171_,166.06µm
_02839_,165.94µm
net506,165.9µm
_18977_,165.8µm
_08745_,165.73µm
_23390_,165.7µm
_27240_,165.7µm
_35327_,165.68µm
_03605_,165.62µm
_15150_,165.53µm
_00939_,165.52µm
_02142_,165.33µm
_34618_,165.16µm
_02087_,165.13µm
_09948_,165.12µm
_30172_,165.1µm
_03502_,164.88µm
_16392_,164.86µm
_24014_,164.86µm
_27202_,164.86µm
_28055_,164.685µm
net1531,164.57µm
_36316_,164.36µm
_31634_,164.27µm
_09277_,164.22µm
_29861_,164.21µm
_31643_,164.13µm
_00929_,164.1µm
_19254_,164.1µm
_13796_,163.98µm
_31168_,163.9µm
net1660,163.8µm
net1382,163.77µm
_08799_,163.73µm
_17767_,163.72µm
_05522_,163.64µm
_25907_,163.64µm
_37672_,163.64µm
_21874_,163.48µm
_08624_,163.4µm
_19007_,163.35µm
_30457_,163.34µm
_11773_,163.31µm
_00350_,163.2µm
_31699_,163.1µm
net1107,163.04µm
_32062_,162.96µm
_27157_,162.9µm
_04256_,162.88µm
_02828_,162.86µm
_04090_,162.78µm
_21918_,162.68µm
_01080_,162.66µm
_09372_,162.63µm
_27689_,162.595µm
net1103,162.48µm
_18242_,162.32µm
_25740_,162.3µm
net1686,162.24µm
net503,162.22µm
net366,162.18µm
_09986_,162.16µm
_11207_,162.15µm
_27086_,162.06µm
_11280_,161.99µm
net1799,161.98µm
net1651,161.88µm
net377,161.84µm
_10565_,161.79µm
net440,161.73µm
_21729_,161.7µm
_03563_,161.69µm
_01797_,161.67µm
_19457_,161.6µm
_21483_,161.6µm
net355,161.58µm
net1003,161.52µm
_30986_,161.38µm
_09996_,161.355µm
_22656_,161.32µm
_13805_,161.18µm
_32301_,161.085µm
_03545_,161.08µm
_01697_,160.84µm
_19350_,160.795µm
_01118_,160.7µm
_17674_,160.68µm
_16430_,160.64µm
_11753_,160.59µm
net955,160.575µm
net1187,160.52µm
_05531_,160.385µm
_27938_,160.285µm
_08669_,160.28µm
tea.data_in\[9\],160.18µm
net476,160.05µm
_00886_,159.96µm
_03434_,159.84µm
net425,159.76µm
_17009_,159.72µm
_15937_,159.64µm
_34173_,159.595µm
_33024_,159.58µm
